class_id,class_name,method,filtered_sparsity_mean,filtered_sparsity_std,filtered_faithfulness_mean,filtered_faithfulness_std,baseline_sparsity_mean,baseline_sparsity_std,baseline_faithfulness_mean,baseline_faithfulness_std,mean_diff
265,toy_poodle,saliency,0.4477202912414966,0.0339670618282518,0.5110459656768944,0.2142427709577258,0.4277612138605442,0.0306834456667297,0.43779319576337,0.2613104091390172,-0.0732527699135243
266,miniature_poodle,ig,0.535664593962585,0.0509195323071649,0.5346254477277671,0.1657374303017034,0.5217870429421768,0.0522801429717271,0.4662384152199411,0.1928670379884934,-0.068387032507826
266,miniature_poodle,saliency,0.4536001275510204,0.0272782374886063,0.4828589013459713,0.1980447677845125,0.433220663265306,0.0308511091578107,0.4207388467410237,0.1718650597101481,-0.0621200546049476
267,standard_poodle,ig,0.5402679900085033,0.0589468398432107,0.5156697950120553,0.2930791085387195,0.529370881164966,0.0564657493996172,0.4553167021758418,0.3246039827266818,-0.0603530928362135
267,standard_poodle,saliency,0.4587110703656462,0.0342125424379577,0.4628161507003097,0.2970816728636025,0.4397634991496598,0.0323803502188588,0.3172505901688328,0.3376139405401225,-0.1455655605314768
268,Mexican_hairless,ig,0.5383892697704081,0.0466214005044529,0.5333307911944576,0.3180011484239927,0.5216205622874149,0.0446954565565476,0.4882724295192747,0.3359213624886543,-0.0450583616751828
268,Mexican_hairless,saliency,0.4801740539965985,0.0360203957786621,0.515240950374282,0.3196784136020927,0.4569373139880952,0.0347173961921326,0.4410144471764215,0.3428948811913417,-0.0742265031978604
269,timber_wolf,ig,0.5095250053146259,0.0380163982679325,0.3040119587653316,0.270415006210563,0.5016047512755102,0.034844966706015,0.34409120131284,0.2565462744075001,0.0400792425475083
269,timber_wolf,saliency,0.431453018707483,0.0209120543292588,0.2112196339185175,0.2959146219101842,0.4142586096938775,0.0201680883362547,0.2045725332928123,0.302409374416472,-0.0066471006257052
270,white_wolf,ig,0.525207137542517,0.0557257196666486,0.4660982004238758,0.3204251604334333,0.5186385257227891,0.05197799659263,0.4316630139523477,0.3230412306698335,-0.0344351864715281
270,white_wolf,saliency,0.4441972257653061,0.026937940716055,0.3524329970586768,0.3413137794635802,0.4296615911989796,0.0262564629951987,0.3373848641659424,0.3527126913035475,-0.0150481328927344
271,red_wolf,ig,0.5249982727465986,0.0313828128658705,0.4212246046913788,0.2744046532101413,0.514641262755102,0.0310271155962198,0.4488855957891792,0.2679357446309887,0.0276609910978004
271,red_wolf,saliency,0.4304861553996598,0.0191545973224016,0.3936433750062133,0.3009035492971276,0.4147175276360544,0.0197455840263802,0.3768097219502669,0.2835861368308653,-0.0168336530559463
272,coyote,ig,0.5265094866071428,0.037730319370993,0.3712411123208585,0.3200543000625723,0.5142479804421769,0.0387482710789157,0.2922594887943706,0.3197957039894474,-0.0789816235264879
272,coyote,saliency,0.4406967474489797,0.0225864653567196,0.330296658987645,0.3069258125633088,0.4233925914115646,0.0233623585928626,0.2271193123050034,0.3425266272183518,-0.1031773466826416
273,dingo,ig,0.5345691167091836,0.03776085347725,0.6419729509489843,0.2842214772905183,0.5236943292942178,0.0383483308866225,0.6503323938540416,0.2880839122076146,0.0083594429050572
273,dingo,saliency,0.4352710459183673,0.0199535066849616,0.5571324863679183,0.2938137648926922,0.4213639987244898,0.0194595468141177,0.5432444222662889,0.3187176672043153,-0.0138880641016294
274,dhole,ig,0.529954294217687,0.0368136685369071,0.6177441442100098,0.3288044215459278,0.5245487882653062,0.0387873943140079,0.6690822416212177,0.2892576216982284,0.0513380974112078
274,dhole,saliency,0.4405157844387755,0.0251677013504219,0.5470600242551882,0.3251353273013767,0.4265658216411565,0.0298921817263661,0.5371078234165907,0.338338282345707,-0.0099522008385974
275,African_hunting_dog,ig,0.5364089073129251,0.0346478808271004,0.4151389289420331,0.3783456957428588,0.5240731292517007,0.0346382216359735,0.5010078775614966,0.3575261795882626,0.0858689486194634
275,African_hunting_dog,saliency,0.4449132387329932,0.0276254228136709,0.2680643726373091,0.3440752232977845,0.4262991602891157,0.029200512877697,0.3174889075348619,0.3618916963601241,0.0494245348975528
